Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
L,L152X102X22.2,L152X102X22.2,40.3,5160,102.0,,,,,,,,152.0,,,,,,,22.2,,,35.1,34.9,,28.4,53.8,,16.9,36.3,,6.86,,,,,11.5,208.0,117.0,47.2,4.04,103.0,55.2,27.9,2.42,21.7,47.7,845.0,1.08,,,,,,,,71.6,,0.421,13.2,67.8,38.6,97.5,50.8,47.2,22.3,193.0,341.0,135.0,47.7,51.3,109.0,,,406.0,356.0,508.0,,,,,
L,L152X102X19,L152X102X19,35.0,4480,102.0,,,,,,,,152.0,,,,,,,19.1,,,31.8,31.8,,27.2,52.6,,14.7,34.8,,8.0,,,,,10.2,182.0,102.0,47.8,3.59,88.8,48.3,28.4,2.11,21.7,41.1,545.0,0.709,,,,,,,,72.4,,0.428,11.7,68.8,37.6,98.8,51.6,45.7,23.0,170.0,311.0,118.0,41.0,46.2,91.9,,,406.0,356.0,508.0,,,,,
L,L152X102X15.9,L152X102X15.9,29.6,3780,102.0,,,,,,,,152.0,,,,,,,15.9,,,28.7,28.6,,26.2,51.6,,12.4,33.3,,9.6,,,,,8.74,155.0,86.7,48.0,3.11,74.7,41.3,28.7,1.8,21.8,34.7,323.0,0.427,,,,,,,,73.2,,0.435,10.1,70.1,36.8,99.8,51.8,44.4,23.5,144.0,274.0,101.0,34.7,40.5,76.5,,,406.0,356.0,508.0,,,,,
L,L152X102X14.3,L152X102X14.3,26.9,3430,102.0,,,,,,,,152.0,,,,,,,14.3,,,26.9,27.0,,25.4,50.8,,11.3,32.5,,10.7,,,,,7.99,141.0,78.8,48.3,2.86,67.7,37.5,29.0,1.64,21.9,31.5,238.0,0.317,,,,,,,,73.7,,0.438,9.2,70.6,36.3,100.0,52.3,43.7,24.1,130.0,254.0,91.6,31.3,37.4,68.0,,,406.0,356.0,508.0,,,,,
L,L152X102X12.7,L152X102X12.7,24.0,3060,102.0,,,,,,,,152.0,,,,,,,12.7,,,25.4,25.4,,24.9,50.3,,10.1,31.8,,12.0,,,,,7.2,126.0,70.6,48.5,2.59,60.5,33.8,29.0,1.47,21.9,28.2,169.0,0.226,,,,,,,,73.9,,0.44,8.32,71.1,35.8,101.0,52.3,43.2,24.3,117.0,233.0,82.6,28.2,34.1,60.8,,,406.0,356.0,508.0,,,,,
L,L152X102X11.1,L152X102X11.1,21.2,2700,102.0,,,,,,,,152.0,,,,,,,11.1,,,23.8,23.8,,24.3,49.5,,8.84,31.0,,13.7,,,,,6.41,112.0,62.4,48.8,2.31,53.1,30.0,29.2,1.31,22.0,24.7,115.0,0.154,,,,,,,,74.4,,0.443,7.41,71.6,35.3,102.0,52.8,42.4,24.6,103.0,210.0,72.9,24.7,30.8,53.1,,,406.0,356.0,508.0,,,,,
L,L152X102X9.5,L152X102X9.5,18.2,2330,102.0,,,,,,,,152.0,,,,,,,9.53,,,22.2,22.2,,23.7,49.0,,7.65,30.2,,16.0,,,,,5.58,96.5,54.1,49.0,2.02,45.7,25.9,29.5,1.14,22.1,21.5,73.7,0.0991,,,,,,,,74.7,,0.446,6.45,72.1,35.1,102.0,53.1,41.7,24.9,89.5,184.0,63.3,21.5,27.2,45.7,,,406.0,356.0,508.0,,,,,
L,L152X102X7.9,L152X102X7.9,15.3,1950,102.0,,,,,,,,152.0,,,,,,,7.94,,,20.7,20.6,,23.1,48.3,,6.43,29.2,,19.2,,,,,4.75,81.3,45.4,49.3,1.72,38.2,22.0,29.7,0.961,22.2,18.0,43.3,0.0583,,,,,,,,75.2,,0.449,5.49,72.4,34.5,103.0,53.6,40.6,25.1,75.9,159.0,53.4,17.9,23.6,38.4,,,406.0,356.0,508.0,,,,,
L,L152X89X12.7,L152X89X12.7,22.7,2900,88.9,,,,,,,,152.0,,,,,,,12.7,,,25.4,25.4,,21.1,52.6,,9.53,38.1,,12.0,,,,,6.91,123.0,69.3,48.8,1.76,47.2,26.1,24.6,1.08,19.2,22.0,161.0,0.209,,,,,,,,73.2,,0.343,7.62,65.8,42.9,99.1,49.3,37.1,18.5,116.0,177.0,76.9,22.0,29.0,58.2,,,394.0,330.0,483.0,,,,,
L,L152X89X9.5,L152X89X9.5,17.3,2220,88.9,,,,,,,,152.0,,,,,,,9.53,,,22.2,22.2,,19.8,51.3,,7.29,35.8,,16.0,,,,,5.37,94.1,52.9,49.0,1.39,35.7,20.0,25.0,0.837,19.4,16.7,69.9,0.0916,,,,,,,,73.7,,0.349,5.91,66.5,41.9,100.0,50.0,35.6,19.0,88.8,141.0,58.8,16.7,23.6,44.1,,,394.0,330.0,483.0,,,,,
L,L152X89X7.9,L152X89X7.9,14.5,1860,88.9,,,,,,,,152.0,,,,,,,7.94,,,20.7,20.6,,19.2,50.8,,6.12,35.1,,19.2,,,,,4.54,79.3,44.6,49.3,1.18,29.8,16.9,25.2,0.708,19.5,14.1,41.2,0.054,,,,,,,,74.2,,0.352,4.99,67.3,41.7,101.0,50.3,35.1,19.4,74.2,120.0,49.5,14.1,20.2,36.5,,,394.0,330.0,483.0,,,,,
L,L127X127X22.2,L127X127X22.2,40.5,5160,127.0,,,,,,,,127.0,,,,,,,22.2,,,35.1,34.9,,39.6,39.6,,20.3,20.3,,5.71,,,,,7.41,153.0,84.6,37.8,7.41,153.0,84.6,37.8,3.16,24.7,56.2,862.0,0.948,,,,,,,,67.1,0.64,1.0,11.7,82.0,0.0,82.0,41.7,56.1,41.7,142.0,,142.0,75.9,56.4,75.9,,,381.0,381.0,508.0,,,,,
L,L127X127X19,L127X127X19,35.1,4500,127.0,,,,,,,,127.0,,,,,,,19.1,,,31.8,31.8,,38.6,38.6,,17.7,17.7,,6.67,,,,,6.53,133.0,74.1,38.1,6.53,133.0,74.1,38.1,2.73,24.7,50.5,554.0,0.623,,,,,,,,67.8,0.63,1.0,10.3,83.1,0.0,83.1,41.9,54.6,41.9,124.0,,124.0,65.1,50.0,65.1,,,381.0,381.0,508.0,,,,,
L,L127X127X15.9,L127X127X15.9,29.8,3810,127.0,,,,,,,,127.0,,,,,,,15.9,,,28.7,28.6,,37.3,37.3,,15.0,15.0,,8.0,,,,,5.66,114.0,63.1,38.6,5.66,114.0,63.1,38.6,2.34,24.8,44.2,330.0,0.376,,,,,,,,68.6,0.63,1.0,8.99,84.1,0.0,84.1,42.7,52.8,42.7,107.0,,107.0,54.9,44.2,54.9,,,381.0,381.0,508.0,,,,,
L,L127X127X12.7,L127X127X12.7,24.1,3090,127.0,,,,,,,,127.0,,,,,,,12.7,,,25.4,25.4,,36.1,36.1,,12.2,12.2,,10.0,,,,,4.7,92.8,51.6,38.9,4.7,92.8,51.6,38.9,1.93,24.9,37.5,174.0,0.2,,,,,,,,69.3,0.63,1.0,7.49,85.3,0.0,85.3,43.2,51.1,43.2,87.8,,87.8,44.7,37.9,44.7,,,381.0,381.0,508.0,,,,,
L,L127X127X11.1,L127X127X11.1,21.3,2720,127.0,,,,,,,,127.0,,,,,,,11.1,,,23.8,23.8,,35.6,35.6,,10.7,10.7,,11.4,,,,,4.16,81.9,45.6,39.1,4.16,81.9,45.6,39.1,1.68,25.0,33.8,118.0,0.136,,,,,,,,69.6,0.63,1.0,6.62,85.9,0.0,85.9,43.4,50.3,43.4,77.0,,77.0,38.7,33.4,38.7,,,381.0,381.0,508.0,,,,,
L,L127X127X9.5,L127X127X9.5,18.3,2350,127.0,,,,,,,,127.0,,,,,,,9.53,,,22.2,22.2,,34.8,34.8,,9.27,9.27,,13.3,,,,,3.65,71.0,39.5,39.4,3.65,71.0,39.5,39.4,1.48,25.0,30.0,76.2,0.0878,,,,,,,,70.1,0.63,1.0,5.83,86.4,0.0,86.4,43.9,49.3,43.9,67.5,,67.5,33.6,30.0,33.6,,,381.0,381.0,508.0,,,,,
L,L127X127X7.9,L127X127X7.9,15.3,1980,127.0,,,,,,,,127.0,,,,,,,7.94,,,20.7,20.6,,34.3,34.3,,7.8,7.8,,16.0,,,,,3.1,59.8,33.4,39.6,3.1,59.8,33.4,39.6,1.25,25.1,25.9,45.0,0.0518,,,,,,,,70.4,0.63,1.0,4.95,86.9,0.0,86.9,44.2,48.5,44.2,57.0,,57.0,28.2,25.7,28.2,,,381.0,381.0,508.0,,,,,
L,L127X89X19,L127X89X19,29.3,3770,88.9,,,,,,,,127.0,,,,,,,19.1,,,30.2,30.2,,25.2,44.2,,14.9,27.9,,6.67,,,,,5.79,125.0,69.8,39.4,2.3,66.7,36.1,24.7,1.34,18.9,31.1,454.0,0.408,,,,,,,,59.9,,0.464,6.74,58.2,29.5,81.8,43.2,41.4,20.6,116.0,229.0,82.4,31.1,32.4,65.4,,,343.0,305.0,432.0,,,,,
L,L127X89X15.9,L127X89X15.9,24.9,3180,88.9,,,,,,,,127.0,,,,,,,15.9,,,26.9,27.0,,24.1,42.9,,12.5,26.9,,8.0,,,,,4.99,107.0,59.5,39.6,2.0,56.2,30.8,25.1,1.14,18.9,26.2,271.0,0.247,,,,,,,,60.7,,0.472,5.87,59.2,28.4,82.8,43.7,40.1,21.3,99.2,207.0,71.0,26.1,28.4,53.6,,,343.0,305.0,432.0,,,,,
L,L127X89X12.7,L127X89X12.7,20.2,2580,88.9,,,,,,,,127.0,,,,,,,12.7,,,23.8,23.8,,22.9,41.9,,10.2,25.4,,10.0,,,,,4.16,87.3,48.7,40.1,1.67,45.7,25.4,25.4,0.941,19.1,21.1,143.0,0.132,,,,,,,,61.5,,0.479,4.91,60.5,27.9,83.8,44.2,38.6,21.7,81.3,175.0,58.7,21.3,24.4,43.4,,,343.0,305.0,432.0,,,,,
L,L127X89X9.5,L127X89X9.5,15.4,1970,88.9,,,,,,,,127.0,,,,,,,9.53,,,20.7,20.6,,21.7,40.6,,7.75,23.7,,13.3,,,,,3.23,67.0,37.4,40.4,1.31,34.7,19.5,25.9,0.72,19.2,16.1,62.4,0.0583,,,,,,,,62.2,,0.485,3.81,61.7,27.2,85.1,44.7,37.3,22.5,61.8,140.0,44.7,16.1,19.3,32.1,,,343.0,305.0,432.0,,,,,
L,L127X89X7.9,L127X89X7.9,12.9,1650,88.9,,,,,,,,127.0,,,,,,,7.94,,,19.1,19.1,,21.1,39.9,,6.5,23.0,,16.0,,,,,2.74,56.5,31.5,40.6,1.12,29.0,16.6,25.9,0.612,19.3,13.6,36.8,0.0344,,,,,,,,62.7,,0.489,3.25,62.0,26.7,85.9,45.2,36.3,22.9,52.4,122.0,37.9,13.5,16.9,26.7,,,343.0,305.0,432.0,,,,,
L,L127X89X6.4,L127X89X6.4,10.4,1340,88.9,,,,,,,,127.0,,,,,,,6.35,,,17.5,17.5,,20.4,39.4,,5.26,21.8,,20.0,,,,,2.23,45.6,25.4,40.9,0.916,23.3,13.4,26.2,0.495,19.3,10.9,19.3,0.018,,,,,,,,63.0,,0.491,2.65,62.7,26.4,86.4,45.5,35.8,23.2,42.3,100.0,30.6,10.9,13.8,21.3,,,343.0,305.0,432.0,,,,,
L,L127X76X12.7,L127X76X12.7,19.0,2420,76.2,,,,,,,,127.0,,,,,,,12.7,,,23.8,23.8,,18.9,44.2,,9.53,31.8,,10.0,,,,,3.93,83.9,47.4,40.1,1.06,34.1,18.5,20.9,0.645,16.3,15.6,134.0,0.119,,,,,,,,60.5,,0.357,4.33,54.9,35.3,82.3,41.1,32.8,16.0,78.8,123.0,52.6,15.7,19.7,40.5,,,330.0,279.0,406.0,,,,,
L,L127X76X11.1,L127X76X11.1,16.7,2140,76.2,,,,,,,,127.0,,,,,,,11.1,,,22.2,22.2,,18.3,43.7,,8.41,31.0,,11.4,,,,,3.5,74.2,42.0,40.4,0.953,29.8,16.4,21.1,0.57,16.4,13.8,91.6,0.0816,,,,,,,,60.7,,0.361,3.88,55.6,34.8,82.8,41.4,32.0,16.3,69.8,112.0,46.9,13.8,17.9,35.1,,,330.0,279.0,406.0,,,,,
L,L127X76X9.5,L127X76X9.5,14.5,1850,76.2,,,,,,,,127.0,,,,,,,9.53,,,20.7,20.6,,17.7,42.9,,7.26,30.2,,13.3,,,,,3.06,64.4,36.4,40.6,0.837,25.7,14.3,21.3,0.499,16.4,11.9,58.7,0.0526,,,,,,,,61.2,,0.364,3.4,55.9,34.3,83.6,41.9,31.2,16.6,60.8,99.0,40.6,11.9,16.0,30.2,,,330.0,279.0,406.0,,,,,
L,L127X76X7.9,L127X76X7.9,12.1,1550,76.2,,,,,,,,127.0,,,,,,,7.94,,,19.1,19.1,,17.1,42.4,,6.12,29.0,,16.0,,,,,2.6,54.4,30.6,40.9,0.716,21.5,12.1,21.5,0.42,16.5,10.0,34.6,0.0312,,,,,,,,61.5,,0.368,2.89,56.4,33.8,83.8,42.2,30.7,16.9,51.3,85.7,34.6,9.96,13.7,24.9,,,330.0,279.0,406.0,,,,,
L,L127X76X6.4,L127X76X6.4,9.8,1250,76.2,,,,,,,,127.0,,,,,,,6.35,,,17.5,17.5,,16.5,41.7,,4.93,28.4,,20.0,,,,,2.12,43.9,24.7,41.1,0.587,17.2,9.83,21.7,0.343,16.6,8.05,18.2,0.0163,,,,,,,,61.7,,0.371,2.36,56.9,33.3,84.6,42.7,30.0,17.2,41.6,71.1,28.0,8.05,11.5,20.0,,,330.0,279.0,406.0,,,,,
L,L102X102X19,L102X102X19,27.5,3510,102.0,,,,,,,,102.0,,,,,,,19.1,,,28.7,28.6,,32.3,32.3,,17.3,17.3,,5.33,,,,,3.17,82.3,45.7,30.0,3.17,82.3,45.7,30.0,1.35,19.7,29.7,425.0,0.301,,,,,,,,53.3,0.64,1.0,4.99,65.0,0.0,65.0,33.0,45.7,33.0,76.9,,76.9,41.0,29.7,41.0,,,305.0,305.0,406.0,,,,,
L,L102X102X15.9,L102X102X15.9,23.4,2970,102.0,,,,,,,,102.0,,,,,,,15.9,,,25.4,25.4,,31.0,31.0,,14.6,14.6,,6.4,,,,,2.76,70.1,39.0,30.5,2.76,70.1,39.0,30.5,1.15,19.7,26.1,254.0,0.183,,,,,,,,54.1,0.63,1.0,4.37,66.3,0.0,66.3,33.5,43.9,33.5,65.9,,65.9,34.3,26.2,34.2,,,305.0,305.0,406.0,,,,,
L,L102X102X12.7,L102X102X12.7,19.0,2420,102.0,,,,,,,,102.0,,,,,,,12.7,,,22.2,22.2,,30.0,30.0,,11.9,11.9,,8.0,,,,,2.3,57.4,32.1,30.7,2.3,57.4,32.1,30.7,0.937,19.7,22.1,134.0,0.0983,,,,,,,,54.9,0.63,1.0,3.66,67.3,0.0,67.3,34.0,42.4,34.0,54.4,,54.4,27.5,22.1,27.5,,,305.0,305.0,406.0,,,,,
L,L102X102X11.1,L102X102X11.1,16.8,2130,102.0,,,,,,,,102.0,,,,,,,11.1,,,20.7,20.6,,29.2,29.2,,10.5,10.5,,9.13,,,,,2.05,50.8,28.3,31.0,2.05,50.8,28.3,31.0,0.828,19.7,20.0,91.6,0.0677,,,,,,,,55.4,0.63,1.0,3.27,67.8,0.0,67.8,34.5,41.4,34.5,48.2,,48.2,23.9,20.0,23.9,,,305.0,305.0,406.0,,,,,
L,L102X102X9.5,L102X102X9.5,14.6,1850,102.0,,,,,,,,102.0,,,,,,,9.53,,,19.1,19.1,,28.7,28.7,,9.09,9.09,,10.7,,,,,1.8,44.1,24.6,31.2,1.8,44.1,24.6,31.2,0.72,19.8,17.7,58.7,0.0435,,,,,,,,55.6,0.63,1.0,2.88,68.6,0.0,68.6,34.5,40.6,34.5,42.0,,42.0,20.8,17.7,20.8,,,305.0,305.0,406.0,,,,,
L,L102X102X7.9,L102X102X7.9,12.2,1550,102.0,,,,,,,,102.0,,,,,,,7.94,,,17.5,17.5,,28.2,28.2,,7.62,7.62,,12.8,,,,,1.53,37.0,20.8,31.5,1.53,37.0,20.8,31.5,0.608,19.8,15.3,34.6,0.0259,,,,,,,,56.1,0.63,1.0,2.45,69.1,0.0,69.1,34.8,39.9,34.8,35.4,,35.4,17.5,15.2,17.5,,,305.0,305.0,406.0,,,,,
L,L102X102X6.4,L102X102X6.4,9.8,1250,102.0,,,,,,,,102.0,,,,,,,6.35,,,15.9,15.9,,27.4,27.4,,6.12,6.12,,16.0,,,,,1.25,29.8,16.9,31.8,1.25,29.8,16.9,31.8,0.495,19.9,12.7,18.2,0.0136,,,,,,,,56.4,0.63,1.0,2.01,69.6,0.0,69.6,35.3,38.9,35.3,28.8,,28.8,14.0,12.8,14.0,,,305.0,305.0,406.0,,,,,
L,L102X89X12.7,L102X89X12.7,17.6,2260,88.9,,,,,,,,102.0,,,,,,,12.7,,,22.2,22.2,,25.2,31.5,,11.1,12.7,,8.0,,,,,2.21,56.7,31.5,31.2,1.57,44.1,24.6,26.4,0.745,18.2,19.2,125.0,0.0811,,,,,,,,51.6,,0.75,3.02,58.2,10.1,67.6,35.8,39.1,26.9,52.0,300.0,44.7,20.8,19.0,27.7,,,292.0,279.0,381.0,,,,,
L,L102X89X9.5,L102X89X9.5,13.5,1730,88.9,,,,,,,,102.0,,,,,,,9.53,,,19.1,19.1,,24.1,30.5,,8.51,10.8,,10.7,,,,,1.73,43.6,24.3,31.8,1.23,33.8,19.0,26.7,0.579,18.3,15.4,54.9,0.036,,,,,,,,52.3,,0.755,2.39,59.7,9.83,68.3,36.3,37.6,27.4,40.0,243.0,34.9,15.9,15.4,21.1,,,292.0,279.0,381.0,,,,,
L,L102X89X7.9,L102X89X7.9,11.4,1450,88.9,,,,,,,,102.0,,,,,,,7.94,,,17.5,17.5,,23.4,29.7,,7.14,10.2,,12.8,,,,,1.47,36.7,20.5,31.8,1.05,28.5,16.1,26.9,0.483,18.3,13.3,32.5,0.0214,,,,,,,,52.8,,0.757,2.03,59.9,9.55,69.1,36.6,36.6,27.9,33.9,213.0,29.3,13.2,13.2,17.2,,,292.0,279.0,381.0,,,,,
L,L102X89X6.4,L102X89X6.4,9.2,1170,88.9,,,,,,,,102.0,,,,,,,6.35,,,15.9,15.9,,22.8,29.0,,5.79,9.14,,16.0,,,,,1.2,29.7,16.6,32.0,0.862,22.9,13.0,27.2,0.397,18.4,10.7,17.1,0.0113,,,,,,,,53.1,,0.759,1.67,60.5,9.27,69.6,37.1,35.6,28.2,27.5,180.0,23.9,10.7,11.2,14.1,,,292.0,279.0,381.0,,,,,
L,L102X76X15.9,L102X76X15.9,20.2,2570,76.2,,,,,,,,102.0,,,,,,,15.9,,,25.4,25.4,,22.0,34.8,,12.7,20.5,,6.4,,,,,2.5,66.9,37.4,31.2,1.19,40.1,22.0,21.5,0.662,16.0,18.5,220.0,0.127,,,,,,,,48.5,,0.534,3.03,49.3,20.3,65.5,35.1,35.8,19.0,61.5,149.0,46.2,18.8,18.5,34.7,,,279.0,254.0,356.0,,,,,
L,L102X76X12.7,L102X76X12.7,16.4,2100,76.2,,,,,,,,102.0,,,,,,,12.7,,,22.2,22.2,,20.9,33.5,,10.3,19.1,,8.0,,,,,2.09,55.1,30.6,31.5,0.999,32.6,18.0,21.8,0.541,16.1,15.2,117.0,0.0685,,,,,,,,49.3,,0.542,2.55,50.3,19.5,66.8,35.6,34.3,19.7,50.6,131.0,38.2,15.2,15.8,27.4,,,279.0,254.0,356.0,,,,,
L,L102X76X9.5,L102X76X9.5,12.6,1610,76.2,,,,,,,,102.0,,,,,,,9.53,,,19.1,19.1,,19.7,32.3,,7.9,17.3,,10.7,,,,,1.64,42.6,23.6,32.0,0.787,24.9,13.9,22.2,0.416,16.2,11.6,51.2,0.0306,,,,,,,,50.0,,0.551,2.01,51.3,18.8,68.1,36.3,32.8,20.3,39.2,107.0,29.5,11.5,12.7,20.5,,,279.0,254.0,356.0,,,,,
L,L102X76X7.9,L102X76X7.9,10.7,1350,76.2,,,,,,,,102.0,,,,,,,7.94,,,17.5,17.5,,19.1,31.8,,6.63,16.7,,12.8,,,,,1.4,35.9,20.0,32.3,0.674,21.0,11.8,22.4,0.353,16.2,9.68,30.4,0.0182,,,,,,,,50.3,,0.554,1.72,52.1,18.5,68.3,36.6,32.0,20.7,32.9,92.8,25.2,9.67,11.0,17.0,,,279.0,254.0,356.0,,,,,
L,L102X76X6.4,L102X76X6.4,8.6,1090,76.2,,,,,,,,102.0,,,,,,,6.35,,,15.9,15.9,,18.4,31.0,,5.36,15.7,,16.0,,,,,1.14,29.0,16.2,32.3,0.554,16.9,9.59,22.5,0.288,16.2,7.8,16.1,0.00956,,,,,,,,50.5,,0.558,1.41,52.3,18.1,69.1,37.1,31.2,21.0,27.0,77.9,20.5,7.77,9.23,13.7,,,279.0,254.0,356.0,,,,,
L,L89X89X12.7,L89X89X12.7,16.5,2100,88.9,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,26.7,26.7,,11.8,11.8,,7.0,,,,,1.51,43.6,24.3,26.7,1.51,43.6,24.3,26.7,0.629,17.2,16.6,117.0,0.0639,,,,,,,,47.5,0.63,1.0,2.39,58.4,0.0,58.4,29.7,37.6,29.7,41.0,,41.0,21.1,16.7,21.1,,,267.0,267.0,356.0,,,,,
L,L89X89X11.1,L89X89X11.1,14.6,1860,88.9,,,,,,,,88.9,,,,,,,11.1,,,20.7,20.6,,26.2,26.2,,10.5,10.5,,7.99,,,,,1.35,38.7,21.6,26.9,1.35,38.7,21.6,26.9,0.554,17.3,15.1,79.9,0.044,,,,,,,,48.0,0.63,1.0,2.15,58.9,0.0,58.9,29.7,37.1,29.7,36.4,,36.4,18.7,14.9,18.7,,,267.0,267.0,356.0,,,,,
L,L89X89X9.5,L89X89X9.5,12.6,1610,88.9,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,25.4,25.4,,9.07,9.07,,9.33,,,,,1.19,33.8,18.8,27.2,1.19,33.8,18.8,27.2,0.487,17.3,13.5,51.2,0.0285,,,,,,,,48.3,0.63,1.0,1.89,59.4,0.0,59.4,30.2,35.8,30.2,31.8,,31.8,16.1,13.6,16.1,,,267.0,267.0,356.0,,,,,
L,L89X89X7.9,L89X89X7.9,10.7,1350,88.9,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,24.9,24.9,,7.62,7.62,,11.2,,,,,1.02,28.5,15.9,27.4,1.02,28.5,15.9,27.4,0.41,17.4,11.7,30.4,0.017,,,,,,,,48.8,0.63,1.0,1.62,59.9,0.0,59.9,30.5,35.1,30.5,27.0,,27.0,13.4,11.7,13.4,,,267.0,267.0,356.0,,,,,
L,L89X89X6.4,L89X89X6.4,8.6,1100,88.9,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,24.2,24.2,,6.17,6.17,,14.0,,,,,0.832,23.1,12.9,27.7,0.832,23.1,12.9,27.7,0.334,17.5,9.8,16.1,0.00897,,,,,,,,49.0,0.63,1.0,1.33,60.7,0.0,60.7,30.7,34.3,30.7,21.8,,21.8,10.8,9.73,10.9,,,267.0,267.0,356.0,,,,,
L,L89X76X12.7,L89X76X12.7,15.1,1950,76.2,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,22.1,28.4,,10.9,12.2,,7.0,,,,,1.44,42.8,23.8,27.2,0.966,32.3,17.9,22.3,0.479,15.7,13.9,108.0,0.0513,,,,,,,,44.5,,0.713,1.92,49.5,10.3,58.4,31.2,34.5,22.3,38.8,187.0,32.9,15.3,13.9,21.5,,,254.0,241.0,330.0,,,,,
L,L89X76X11.1,L89X76X11.1,13.5,1720,76.2,,,,,,,,88.9,,,,,,,11.1,,,20.7,20.6,,21.5,27.7,,9.68,11.4,,7.99,,,,,1.29,38.0,21.1,27.4,0.87,28.7,15.9,22.5,0.425,15.7,12.7,74.1,0.0354,,,,,,,,44.7,,0.717,1.73,49.8,9.98,58.9,31.5,33.5,22.7,34.7,174.0,29.3,13.5,12.7,18.7,,,254.0,241.0,330.0,,,,,
L,L89X76X9.5,L89X76X9.5,11.7,1500,76.2,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,20.9,27.2,,8.41,10.3,,9.33,,,,,1.14,33.3,18.4,27.7,0.766,24.9,13.9,22.7,0.372,15.8,11.3,47.5,0.023,,,,,,,,45.2,,0.72,1.53,50.5,9.88,59.4,31.8,32.8,22.9,30.3,155.0,25.7,11.7,11.4,16.3,,,254.0,241.0,330.0,,,,,
L,L89X76X7.9,L89X76X7.9,9.8,1260,76.2,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,20.3,26.7,,7.09,9.65,,11.2,,,,,0.97,28.2,15.6,27.7,0.658,21.0,11.8,22.9,0.316,15.8,9.87,28.3,0.0137,,,,,,,,45.5,,0.722,1.31,51.1,9.73,59.9,32.0,32.0,23.3,25.7,135.0,21.8,9.87,9.87,13.6,,,254.0,241.0,330.0,,,,,
L,L89X76X6.4,L89X76X6.4,8.0,1020,76.2,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,19.6,25.9,,5.74,8.64,,14.0,,,,,0.799,22.8,12.7,27.9,0.541,17.0,9.59,23.1,0.259,16.0,7.98,15.0,0.00725,,,,,,,,45.7,,0.725,1.08,51.6,9.5,60.7,32.5,31.0,23.6,21.0,114.0,17.9,7.97,8.36,11.0,,,254.0,241.0,330.0,,,,,
L,L89X64X12.7,L89X64X12.7,13.9,1790,63.5,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,17.8,30.5,,10.1,18.5,,7.0,,,,,1.35,41.3,23.1,27.4,0.566,22.8,12.4,17.8,0.325,13.5,10.6,97.4,0.0427,,,,,,,,42.2,,0.485,1.59,41.7,19.7,57.7,30.5,29.2,15.2,38.2,81.0,27.5,10.7,11.1,21.5,,,241.0,216.0,305.0,,,,,
L,L89X64X9.5,L89X64X9.5,10.7,1370,63.5,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,16.6,29.2,,7.7,17.1,,9.33,,,,,1.07,32.1,17.9,27.9,0.454,17.5,9.65,18.2,0.253,13.6,8.13,42.9,0.0192,,,,,,,,42.9,,0.495,1.27,42.7,18.8,58.7,31.0,27.9,15.9,29.7,67.4,21.6,8.18,9.08,15.9,,,241.0,216.0,305.0,,,,,
L,L89X64X7.9,L89X64X7.9,9.0,1150,63.5,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,16.1,28.7,,6.5,16.2,,11.2,,,,,0.916,27.4,15.2,28.2,0.39,14.7,8.21,18.4,0.216,13.7,6.87,25.4,0.0114,,,,,,,,43.4,,0.5,1.09,43.4,18.5,59.2,31.5,27.2,16.1,25.1,58.8,18.4,6.85,7.93,13.4,,,241.0,216.0,305.0,,,,,
L,L89X64X6.4,L89X64X6.4,7.3,935,63.5,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,15.4,27.9,,5.26,15.2,,14.0,,,,,0.753,22.3,12.3,28.4,0.323,11.9,6.72,18.6,0.177,13.7,5.57,13.4,0.00604,,,,,,,,43.7,,0.504,0.899,43.7,18.0,59.9,31.8,26.4,16.4,20.7,49.8,15.0,5.59,6.72,10.8,,,241.0,216.0,305.0,,,,,
